traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
重男輕女,重男轻女,zhong4 nan2 qing1 nu:3],lit. to value males and belittle females (idiom),,,,,,,,,,,,,,,,,
重疊,重叠,chong2 die2],to overlap,to superimpose,to telescope,to run together,to duplicate,one over another,superposition,an overlap,redundancy,reduplication (in Chinese grammar e.g. 散散步[san4 san4 bu4] to have a stroll),,,,,,,,
重病,重病,zhong4 bing4],serious illness,,,,,,,,,,,,,,,,,
重病特護,重病特护,zhong4 bing4 te4 hu4],intensive care,,,,,,,,,,,,,,,,,
重病特護區,重病特护区,zhong4 bing4 te4 hu4 qu1],intensive care department (of hospital),,,,,,,,,,,,,,,,,
重症,重症,zhong4 zheng4],acute (of medical condition),grave,,,,,,,,,,,,,,,,
重症監護,重症监护,zhong4 zheng4 jian1 hu4],intensive care,,,,,,,,,,,,,,,,,
重眼皮,重眼皮,chong2 yan3 pi2],double eyelid,epicanthal fold of upper eyelid (characteristic of Asian people),,,,,,,,,,,,,,,,
重眼皮兒,重眼皮儿,chong2 yan3 pi2 r5],double eyelid,epicanthal fold of upper eyelid (characteristic of Asian people),,,,,,,,,,,,,,,,
重睹天日,重睹天日,chong2 du3 tian1 ri4],to see the light again (idiom); delivered from oppression,,,,,,,,,,,,,,,,,
重砲,重炮,zhong4 pao4],heavy artillery,,,,,,,,,,,,,,,,,
重碳酸鈣,重碳酸钙,chong2 tan4 suan1 gai4],calcium bicarbonate Ca(HCO3)2,,,,,,,,,,,,,,,,,
重碳酸鹽,重碳酸盐,chong2 tan4 suan1 yan2],bicarbonate,,,,,,,,,,,,,,,,,
重碼,重码,chong2 ma3],repeated code,coincident code (i.e. two characters or words having the same encoding),,,,,,,,,,,,,,,,
重碼,重码,zhong4 ma3],weight code,,,,,,,,,,,,,,,,,
重碼詞頻,重码词频,chong2 ma3 ci2 pin2],frequency of coincident codes,,,,,,,,,,,,,,,,,
重磅,重磅,zhong4 bang4],heavyweight,serious,,,,,,,,,,,,,,,,
重算,重算,chong2 suan4],to recalculate,to reckon again,,,,,,,,,,,,,,,,
重組,重组,chong2 zu3],to reorganize,to recombine,recombination,,,,,,,,,,,,,,,
重結晶,重结晶,chong2 jie2 jing1],to recrystallize,,,,,,,,,,,,,,,,,
重編,重编,chong2 bian1],(of a dictionary etc) revised edition,,,,,,,,,,,,,,,,,
重罪,重罪,zhong4 zui4],serious crime,felony,,,,,,,,,,,,,,,,
重置,重置,chong2 zhi4],to reset,reset,replacement,,,,,,,,,,,,,,,
重罰,重罚,zhong4 fa2],to punish severely,,,,,,,,,,,,,,,,,
重罰不用,重罚不用,zhong4 fa2 bu4 yong4],do not punish severely (and do not reward too generously),,,,,,,,,,,,,,,,,
重義輕利,重义轻利,zhong4 yi4 qing1 li4],to value righteousness rather than material gain (idiom),,,,,,,,,,,,,,,,,
重者,重者,zhong4 zhe3],more serious case,in extreme cases,,,,,,,,,,,,,,,,
重聚,重聚,chong2 ju4],to meet again,,,,,,,,,,,,,,,,,
重聽,重听,zhong4 ting1],hard of hearing,,,,,,,,,,,,,,,,,
重臂,重臂,zhong4 bi4],actuator (arm of a lever),lever,actuating arm,,,,,,,,,,,,,,,
重臣,重臣,zhong4 chen2],important minister,major figure in government,,,,,,,,,,,,,,,,
重色輕友,重色轻友,zhong4 se4 qing1 you3],paying more attention to a lover than friends (idiom),to value sex over friendship,,,,,,,,,,,,,,,,
重荷,重荷,zhong4 he4],heavy load,heavy burden,,,,,,,,,,,,,,,,
重製,重制,chong2 zhi4],to make a copy,to reproduce,to remake (a movie),,,,,,,,,,,,,,,
重複,重复,chong2 fu4],to repeat,to duplicate,CL:個|个[ge4],,,,,,,,,,,,,,,
重複使力傷害,重复使力伤害,chong2 fu4 shi3 li4 shang1 hai4],repetitive strain injury (RSI),,,,,,,,,,,,,,,,,
重複啟動效應,重复启动效应,chong2 fu4 qi3 dong4 xiao4 ying4],repetition priming effect,,,,,,,,,,,,,,,,,
重複法,重复法,chong2 fu4 fa3],repetition,duplication,reduplication,anadiplosis,,,,,,,,,,,,,,
重複節,重复节,chong2 fu4 jie2],repeated segment (networking),,,,,,,,,,,,,,,,,
重複語境,重复语境,chong2 fu4 yu3 jing4],duplicate context,,,,,,,,,,,,,,,,,
重要,重要,zhong4 yao4],important,significant,major,,,,,,,,,,,,,,,
重要性,重要性,zhong4 yao4 xing4],importance,,,,,,,,,,,,,,,,,
重覆,重复,chong2 fu4],variant of 重複|重复[chong2 fu4],,,,,,,,,,,,,,,,,
重覆性,重覆性,chong2 fu4 xing4],repetitive,,,,,,,,,,,,,,,,,
重見天日,重见天日,chong2 jian4 tian1 ri4],to see the light again (idiom); delivered from oppression,,,,,,,,,,,,,,,,,
重視,重视,zhong4 shi4],to attach importance to sth,to value,,,,,,,,,,,,,,,,
重視教育,重视教育,zhong4 shi4 jiao4 yu4],to stress education,,,,,,,,,,,,,,,,,
重訪,重访,chong2 fang3],to revisit,,,,,,,,,,,,,,,,,
重設,重设,chong2 she4],to reset,,,,,,,,,,,,,,,,,
重評,重评,chong2 ping2],to reevaluate,to reassess,,,,,,,,,,,,,,,,
重話,重话,zhong4 hua4],harsh words,,,,,,,,,,,,,,,,,
重譯,重译,chong2 yi4],to translate again (i.e. to redo the same translation),to translate repeatedly from one language to the next (so multiplying errors),,,,,,,,,,,,,,,,
重讀,重读,zhong4 du2],stress (on a syllable),,,,,,,,,,,,,,,,,
重負,重负,zhong4 fu4],heavy load,heavy burden (also fig. of tax),,,,,,,,,,,,,,,,
重責,重责,zhong4 ze2],heavy responsibility,serious criticism,,,,,,,,,,,,,,,,
重起爐竈,重起炉灶,chong2 qi3 lu2 zao4],to start over from scratch (idiom),,,,,,,,,,,,,,,,,
重足而立,重足而立,chong2 zu2 er2 li4],rooted to the spot (idiom); too terrified to move,,,,,,,,,,,,,,,,,
重蹈,重蹈,chong2 dao3],to repeat,to follow the same road as,,,,,,,,,,,,,,,,
重蹈覆轍,重蹈覆辙,chong2 dao3 fu4 zhe2],to follow the track of an overturned cart,to repeat a disastrous policy,,,,,,,,,,,,,,,,
重身子,重身子,zhong4 shen1 zi5],pregnant,pregnant woman,,,,,,,,,,,,,,,,
重載,重载,zhong4 zai4],heavy load (on a truck),,,,,,,,,,,,,,,,,
重辣,重辣,zhong4 la4],very spicy,,,,,,,,,,,,,,,,,
重辦,重办,zhong4 ban4],to punish severely,,,,,,,,,,,,,,,,,
重農,重农,zhong4 nong2],to stress the importance of agriculture (in ancient philosophy),,,,,,,,,,,,,,,,,
重返,重返,chong2 fan3],to return to,,,,,,,,,,,,,,,,,
重迭,重迭,chong2 die2],variant of 重疊|重叠[chong2 die2],,,,,,,,,,,,,,,,,
重述,重述,chong2 shu4],to repeat,to restate,to recapitulate,,,,,,,,,,,,,,,
重造,重造,chong2 zao4],to reconstruct,,,,,,,,,,,,,,,,,
重逢,重逢,chong2 feng2],to meet again,to be reunited,reunion,,,,,,,,,,,,,,,
重重,重重,chong2 chong2],layer upon layer,one after another,,,,,,,,,,,,,,,,
重重,重重,zhong4 zhong4],heavily,severely,,,,,,,,,,,,,,,,
重量,重量,zhong4 liang4],weight,CL:個|个[ge4],,,,,,,,,,,,,,,,
重量單位,重量单位,zhong4 liang4 dan1 wei4],unit of weight,,,,,,,,,,,,,,,,,
重量噸,重量吨,zhong4 liang4 dun1],dead weight ton,,,,,,,,,,,,,,,,,
重量級,重量级,zhong4 liang4 ji2],heavyweight (boxing etc),,,,,,,,,,,,,,,,,
重量輕質,重量轻质,zhong4 liang4 qing1 zhi4],to value quantity over quality,,,,,,,,,,,,,,,,,
重金,重金,zhong4 jin1],huge money,extremely rich,very expensive,,,,,,,,,,,,,,,
重金屬,重金属,zhong4 jin1 shu3],heavy metal,,,,,,,,,,,,,,,,,
重鎮,重镇,zhong4 zhen4],strategic town,,,,,,,,,,,,,,,,,
重開,重开,chong2 kai1],to reopen,,,,,,,,,,,,,,,,,
重陽,重阳,Chong2 yang2],Double Ninth or Yang Festival,9th day of 9th lunar month,,,,,,,,,,,,,,,,
重陽節,重阳节,Chong2 yang2 jie2],Double Ninth or Yang Festival,9th day of 9th lunar month,,,,,,,,,,,,,,,,
重離子,重离子,zhong4 li2 zi3],heavy ion (physics),,,,,,,,,,,,,,,,,
重霄,重霄,chong2 xiao1],ninth heaven,Highest Heaven,,,,,,,,,,,,,,,,
重音,重音,zhong4 yin1],accent (of a word),stress (on a syllable),,,,,,,,,,,,,,,,
重音節,重音节,zhong4 yin1 jie2],accented syllable,stress,,,,,,,,,,,,,,,,
重頭戲,重头戏,zhong4 tou2 xi4],opera rich in singing and dancing,the most important part or highlight (of a project plan etc),,,,,,,,,,,,,,,,
重點,重点,chong2 dian3],to recount (e.g. results of election),to re-evaluate,,,,,,,,,,,,,,,,
重點,重点,zhong4 dian3],important point,main point,focus,key (project etc),to focus on,to put the emphasis on,,,,,,,,,,,,
野,野,ye3],field,plain,open space,limit,boundary,rude,feral,,,,,,,,,,,
野人,野人,ye3 ren2],savage people,,,,,,,,,,,,,,,,,
野兔,野兔,ye3 tu4],hare,,,,,,,,,,,,,,,,,
野叟曝言,野叟曝言,Ye3 sou3 Pu4 yan2],Yesou Puyan or Humble Words of a Rustic Elder monumental Qing novel by Xia Jingqu 夏敬渠[Xia4 Jing4 qu2],,,,,,,,,,,,,,,,,
野口,野口,Ye3 kou3],Noguchi (Japanese surname),,,,,,,,,,,,,,,,,
野史,野史,ye3 shi3],unofficial history,history as popular legends,,,,,,,,,,,,,,,,
野合,野合,ye3 he2],to commit adultery,,,,,,,,,,,,,,,,,
野味,野味,ye3 wei4],game,wild animals and birds hunted for food or sport,,,,,,,,,,,,,,,,
野地,野地,ye3 di4],wilderness,,,,,,,,,,,,,,,,,
野外,野外,ye3 wai4],countryside,areas outside the city,,,,,,,,,,,,,,,,
野外定向,野外定向,ye3 wai4 ding4 xiang4],orienteering,,,,,,,,,,,,,,,,,
野外放養,野外放养,ye3 wai4 fang4 yang3],free-range (breeding livestock or poultry),,,,,,,,,,,,,,,,,
野天鵝,野天鹅,Ye3 Tian1 e2],Wild Swans family autobiography by British-Chinese writer Jung Chang 張戎|张戎[Zhang1 Rong2],alternative title 鴻|鸿 after the author's original name 張二鴻|张二鸿[Zhang1 Er4 hong2],,,,,,,,,,,,,,,,
野孩子,野孩子,ye3 hai2 zi3],feral child,,,,,,,,,,,,,,,,,
野小茴,野小茴,ye3 xiao3 hui2],dill seed,,,,,,,,,,,,,,,,,
野山椒,野山椒,ye3 shan1 jiao1],same as 朝天椒[chao2 tian1 jiao1],,,,,,,,,,,,,,,,,
野徑,野径,ye3 jing4],country path,track in the wilderness,,,,,,,,,,,,,,,,
野心,野心,ye3 xin1],ambition,wild schemes,careerism,,,,,,,,,,,,,,,
野性,野性,ye3 xing4],wild nature,unruliness,,,,,,,,,,,,,,,,
野戰,野战,ye3 zhan4],battlefield operation,paintball,,,,,,,,,,,,,,,,
野戰軍,野战军,ye3 zhan4 jun1],field army,,,,,,,,,,,,,,,,,
野村,野村,Ye3 cun1],Nomura (Japanese surname),,,,,,,,,,,,,,,,,
野格力嬌酒,野格力娇酒,Ye3 ge2 li4 jiao1 jiu3],Jägermeister (alcoholic drink),,,,,,,,,,,,,,,,,
野漢子,野汉子,ye3 han4 zi5],woman's lover,,,,,,,,,,,,,,,,,
野火,野火,ye3 huo3],wildfire,(spreading like) wildfire,bush fire,farm fire (for clearing fields),,,,,,,,,,,,,,
野火春風,野火春风,ye3 huo3 chun1 feng1],abbr. for 野火燒不盡，春風吹又生|野火烧不尽，春风吹又生[ye3 huo3 shao1 bu4 jin4 chun1 feng1 chui1 you4 sheng1],,,,,,,,,,,,,,,,,
野火燒不盡，春風吹又生,野火烧不尽，春风吹又生,ye3 huo3 shao1 bu4 jin4 chun1 feng1 chui1 you4 sheng1],lit. even a prairie fire cannot destroy the grass - it grows again when the breeze blows (proverb),fig. cannot be easily eliminated,abbr. to 野火春風|野火春风[ye3 huo3 chun1 feng1],,,,,,,,,,,,,,,
野炮,野炮,ye3 pao4],field artillery,,,,,,,,,,,,,,,,,
野營,野营,ye3 ying2],to camp,field lodgings,,,,,,,,,,,,,,,,
野牛,野牛,ye3 niu2],bison,,,,,,,,,,,,,,,,,
野狐禪,野狐禅,ye3 hu2 chan2],heresy,,,,,,,,,,,,,,,,,
野狗,野狗,ye3 gou3],wild dog,feral dog,stray dog,,,,,,,,,,,,,,,
野獸,野兽,ye3 shou4],beast,wild animal,,,,,,,,,,,,,,,,
野甘藍,野甘蓝,ye3 gan1 lan2],European wild cabbage (Brassica oleracea),,,,,,,,,,,,,,,,,
野生,野生,ye3 sheng1],wild,undomesticated,,,,,,,,,,,,,,,,
野生動植物園,野生动植物园,ye3 sheng1 dong4 zhi2 wu4 yuan2],wildlife park,safari park,,,,,,,,,,,,,,,,
野生動物,野生动物,ye3 sheng1 dong4 wu4],wild animal,,,,,,,,,,,,,,,,,
野生植物,野生植物,ye3 sheng1 zhi2 wu4],plants in the wild,,,,,,,,,,,,,,,,,
野生生物,野生生物,ye3 sheng1 sheng1 wu4],wildlife,creatures in the wild,wild organism,,,,,,,,,,,,,,,
野生生物基金會,野生生物基金会,Ye3 sheng1 Sheng1 wu4 Ji1 jin1 hui4],World Wildlife Fund (WWF),,,,,,,,,,,,,,,,,
野生貓,野生猫,ye3 sheng1 mao1],wild cat,,,,,,,,,,,,,,,,,
野田佳彥,野田佳彦,Ye3 tian2 Jia1 yan4],Noda Yoshihiko Prime Minister of Japan (2 September 2011 ~),,,,,,,,,,,,,,,,,
野禽,野禽,ye3 qin2],fowl,,,,,,,,,,,,,,,,,
野種,野种,ye3 zhong3],(derog.) illegitimate child,bastard,,,,,,,,,,,,,,,,
野胡蘿蔔,野胡萝卜,ye3 hu2 luo2 bo5],carrot (Daucus carota),,,,,,,,,,,,,,,,,
野花,野花,ye3 hua1],wild flower,woman of easy virtue,,,,,,,,,,,,,,,,
野草,野草,ye3 cao3],weeds,mistress or prostitute (old),,,,,,,,,,,,,,,,
野菜,野菜,ye3 cai4],wild herb,potherb,,,,,,,,,,,,,,,,
野蠻,野蛮,ye3 man2],barbarous,uncivilized,,,,,,,,,,,,,,,,
野蠻人,野蛮人,ye3 man2 ren2],barbarian,,,,,,,,,,,,,,,,,
野調無腔,野调无腔,ye3 diao4 wu2 qiang1],coarse in speech and manner,,,,,,,,,,,,,,,,,
野豕,野豕,ye3 shi3],wild boar,,,,,,,,,,,,,,,,,
野豬,野猪,ye3 zhu1],wild boar (Sus scrofa),CL:頭|头[tou2],,,,,,,,,,,,,,,,
野貓,野猫,ye3 mao1],wildcat,stray cat,,,,,,,,,,,,,,,,
野路子,野路子,ye3 lu4 zi5],(coll.) unorthodox (method etc),,,,,,,,,,,,,,,,,
野遊,野游,ye3 you2],outing in the country,to go on a hike,to go courting,,,,,,,,,,,,,,,
野雞,野鸡,ye3 ji1],pheasant,unregistered and operating illegally (business),(slang) prostitute,,,,,,,,,,,,,,,
野雞大學,野鸡大学,ye3 ji1 da4 xue2],diploma mill,,,,,,,,,,,,,,,,,
野顛茄,野颠茄,ye3 dian1 qie2],deadly nightshade (Atropa belladonna),,,,,,,,,,,,,,,,,
野餐,野餐,ye3 can1],picnic,to have a picnic,,,,,,,,,,,,,,,,
野餐墊,野餐垫,ye3 can1 dian4],picnic blanket,,,,,,,,,,,,,,,,,
野驢,野驴,ye3 lu:2],onager (Equus onager),,,,,,,,,,,,,,,,,
野鴨,野鸭,ye3 ya1],wild duck,mallard (Anas platyrhyncha),,,,,,,,,,,,,,,,
野鼬瓣花,野鼬瓣花,ye3 you4 ban4 hua1],wild hemp,,,,,,,,,,,,,,,,,
量,量,liang2],to measure,,,,,,,,,,,,,,,,,
量,量,liang4],capacity,quantity,amount,to estimate,abbr. for 量詞|量词[liang4 ci2] classifier (in Chinese grammar),measure word,,,,,,,,,,,,
量入為出,量入为出,liang4 ru4 wei2 chu1],to assess one's income and spend accordingly (idiom); to live within one's means,You can only spend what you earn.,,,,,,,,,,,,,,,,
量具,量具,liang2 ju4],measuring device,,,,,,,,,,,,,,,,,
量刑,量刑,liang4 xing2],to assess punishment,to determine the sentence (on a criminal),,,,,,,,,,,,,,,,
量力,量力,liang4 li4],to estimate one's strength,,,,,,,,,,,,,,,,,
量力而為,量力而为,liang4 li4 er2 wei2],to weigh one's abilities and act accordingly,to act according to one's means,to cut one's coat according to one's cloth,,,,,,,,,,,,,,,
量力而行,量力而行,liang4 li4 er2 xing2],to assess one's capabilities and act accordingly (idiom); to act within one's competence,One does what one can.,,,,,,,,,,,,,,,,
量化,量化,liang4 hua4],to quantize,quantization,quantitative,,,,,,,,,,,,,,,
量化寬鬆,量化宽松,liang4 hua4 kuan1 song1],quantitative easing (finance),,,,,,,,,,,,,,,,,
量化邏輯,量化逻辑,liang4 hua4 luo2 ji5],quantified logic,,,,,,,,,,,,,,,,,
量器,量器,liang2 qi4],measuring vessel,measuring apparatus,,,,,,,,,,,,,,,,
量子,量子,liang4 zi3],quantum,,,,,,,,,,,,,,,,,
量子力學,量子力学,liang4 zi3 li4 xue2],quantum mechanics,,,,,,,,,,,,,,,,,
量子化,量子化,liang4 zi3 hua4],quantization (physics),,,,,,,,,,,,,,,,,
量子場論,量子场论,liang4 zi3 chang3 lun4],quantum field theory,,,,,,,,,,,,,,,,,
量子沫,量子沫,liang4 zi3 mo4],quantum foam (in string theory and science fiction),,,,,,,,,,,,,,,,,
量子色動力學,量子色动力学,liang4 zi3 se4 dong4 li4 xue2],quantum chromodynamics (particle physics),,,,,,,,,,,,,,,,,
量子論,量子论,liang4 zi3 lun4],quantum theory (physics),,,,,,,,,,,,,,,,,
量子電動力學,量子电动力学,liang4 zi3 dian4 dong4 li4 xue2],quantum electrodynamics QED,,,,,,,,,,,,,,,,,
量尺寸,量尺寸,liang2 chi3 cun4],to take sb's measurements,,,,,,,,,,,,,,,,,
量度,量度,liang2 du4],to measure,measurement,,,,,,,,,,,,,,,,
量才錄用,量才录用,liang4 cai2 lu4 yong4],to assess sb's capabilities and employ him accordingly (idiom); to employ sb competent for the task,,,,,,,,,,,,,,,,,
量杯,量杯,liang2 bei1],measuring cup,graduated measuring cylinder,,,,,,,,,,,,,,,,
量油尺,量油尺,liang2 you2 chi3],dipstick,oil measuring rod,,,,,,,,,,,,,,,,
量測,量测,liang2 ce4],to measure,measurement,,,,,,,,,,,,,,,,
量瓶,量瓶,liang2 ping2],measuring flask,graduated measuring cylinder,,,,,,,,,,,,,,,,
量產,量产,liang4 chan3],to mass-produce,,,,,,,,,,,,,,,,,
量程,量程,liang2 cheng2],range (of scales or measuring equipment),,,,,,,,,,,,,,,,,
量筒,量筒,liang2 tong3],graduated measuring cylinder,volumetric cylinder,,,,,,,,,,,,,,,,
量綱,量纲,liang4 gang1],dimension (unit),,,,,,,,,,,,,,,,,
量腹,量腹,liang4 fu4],to estimate how much food is required for a meal,,,,,,,,,,,,,,,,,
量表,量表,liang2 biao3],gauge,meter,scale,,,,,,,,,,,,,,,
量規,量规,liang2 gui1],gauge (i.e. measuring device),,,,,,,,,,,,,,,,,
量角器,量角器,liang2 jiao3 qi4],protractor,angle gauge,,,,,,,,,,,,,,,,
量計,量计,liang2 ji4],gauge,,,,,,,,,,,,,,,,,
量詞,量词,liang4 ci2],classifier (in Chinese grammar),measure word,,,,,,,,,,,,,,,,
量變,量变,liang4 bian4],quantitative change,,,,,,,,,,,,,,,,,
量販店,量贩店,liang4 fan4 dian4],wholesale store,hypermarket,,,,,,,,,,,,,,,,
量販式,量贩式,liang4 fan4 shi4],at wholesale price,,,,,,,,,,,,,,,,,
量身,量身,liang2 shen1],to take sb's measurements,to measure sb up,,,,,,,,,,,,,,,,
量身定製,量身定制,liang2 shen1 ding4 zhi4],tailor-made,,,,,,,,,,,,,,,,,
量體溫,量体温,liang2 ti3 wen1],to take sb's temperature,,,,,,,,,,,,,,,,,
量體裁衣,量体裁衣,liang2 ti3 cai2 yi1],lit. measure the body then tailor the suit (idiom); fig. to act according to actual circumstances,To live within one's means.,,,,,,,,,,,,,,,,
量體重,量体重,liang2 ti3 zhong4],to weigh (body weight),,,,,,,,,,,,,,,,,
釐,厘,Li2],Li (c. 2000 BC) sixth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God also known as Ai 哀[Ai1],,,,,,,,,,,,,,,,,
釐,厘,li2],one hundredth,centi-,,,,,,,,,,,,,,,,
釐克,厘克,li2 ke4],centigram,,,,,,,,,,,,,,,,,
釐升,厘升,li2 sheng1],centiliter,,,,,,,,,,,,,,,,,
釐析,厘析,li2 xi1],to analyze in detail,,,,,,,,,,,,,,,,,
釐清,厘清,li2 qing1],to clarify (the facts),clarification,,,,,,,,,,,,,,,,
釐米,厘米,li2 mi3],centimeter,,,,,,,,,,,,,,,,,
金,金,Jin1],surname Jin,surname Kim (Korean),Jurchen Jin dynasty (1115-1234),,,,,,,,,,,,,,,
金,金,jin1],gold,chemical element Au,generic term for lustrous and ductile metals,money,golden,highly respected,one of the eight ancient musical instruments 八音[ba1 yin1],,,,,,,,,,,
金三角,金三角,Jin1 san1 jiao3],Golden Triangle (Southeast Asia),,,,,,,,,,,,,,,,,
金主,金主,jin1 zhu3],financial backer,bankroller,,,,,,,,,,,,,,,,
金代,金代,Jin1 dai4],Jin Dynasty (1115-1234) founded by the Jurchen 女真[Nu:3 zhen1] people of North China a precursor of the Mongol Yuan Dynasty,,,,,,,,,,,,,,,,,
金伯利岩,金伯利岩,jin1 bo2 li4 yan2],Kimberlite (geology),,,,,,,,,,,,,,,,,
金元券,金元券,jin1 yuan2 quan4],currency issued by Nationalist Government in 1948,,,,,,,,,,,,,,,,,
金光閃爍,金光闪烁,jin1 guang1 shan3 shuo4],spangle,,,,,,,,,,,,,,,,,
金光黨,金光党,jin1 guang1 dang3],racketeers,con artists,,,,,,,,,,,,,,,,
金冠地鶯,金冠地莺,jin1 guan1 di4 ying1],(bird species of China) slaty-bellied tesia (Tesia olivea),,,,,,,,,,,,,,,,,
金冠戴菊,金冠戴菊,jin1 guan1 dai4 ju2],goldcrest (Regulus regulus),gold-crowned kinglet,,,,,,,,,,,,,,,,
金冠樹八哥,金冠树八哥,jin1 guan1 shu4 ba1 ge1],(bird species of China) golden-crested myna (Ampeliceps coronatus),,,,,,,,,,,,,,,,,
金剛,金刚,Jin1 gang1],King Kong,,,,,,,,,,,,,,,,,
金剛,金刚,jin1 gang1],diamond,"(used to translate Sanskrit ""vajra"" a thunderbolt or mythical weapon)",guardian deity (in Buddhist iconography),,,,,,,,,,,,,,,
金剛山,金刚山,Jin1 gang1 shan1],Kumgangsan 금강산 Tourist Region in east North Korea,,,,,,,,,,,,,,,,,
金剛座,金刚座,jin1 gang1 zuo4],Bodhimanda (place of enlightenment associated with a Bodhisattva),,,,,,,,,,,,,,,,,
金剛怒目,金刚怒目,jin1 gang1 nu4 mu4],to have a face as terrifying as a temple's guardian deity (idiom),,,,,,,,,,,,,,,,,
金剛手菩薩,金刚手菩萨,Jin1 gang1 shou3 Pu2 sa4],Vajrapani Bodhisattva,,,,,,,,,,,,,,,,,
金剛杵,金刚杵,jin1 gang1 chu3],vajra scepter (ritual object of Buddhism),,,,,,,,,,,,,,,,,
金剛狼,金刚狼,Jin1 gang1 lang2],Wolverine comic book superhero,,,,,,,,,,,,,,,,,
金剛石,金刚石,jin1 gang1 shi2],diamond,also called 鑽石|钻石[zuan4 shi2],,,,,,,,,,,,,,,,
金剛砂,金刚砂,jin1 gang1 sha1],carborundum,emery,,,,,,,,,,,,,,,,
金剛總持,金刚总持,Jin1 gang1 zong3 chi2],Vajradhara,,,,,,,,,,,,,,,,,
金剛薩埵,金刚萨埵,Jin1 gang1 sa4 duo3],Vajrasattva,,,,,,,,,,,,,,,,,
金剛鸚鵡,金刚鹦鹉,jin1 gang1 ying1 wu3],macaw,,,,,,,,,,,,,,,,,
金匠,金匠,jin1 jiang4],goldsmith,,,,,,,,,,,,,,,,,
金匯兌本位制,金汇兑本位制,jin1 hui4 dui4 ben3 wei4 zhi4],gold exchange standard (economics),,,,,,,,,,,,,,,,,
金匱,金匮,jin1 gui4],variant of 金櫃|金柜[jin1 gui4],,,,,,,,,,,,,,,,,
金匱石室,金匮石室,jin1 gui4 shi2 shi4],variant of 金櫃石室|金柜石室[jin1 gui4 shi2 shi4],,,,,,,,,,,,,,,,,
